,action_object_ratio
4899,16.209574468085105
4900,14.657777777777778
4901,19.073786407766992
4902,15.010344827586207
4903,8.259420289855072
4904,15.87948717948718
4905,14.471929824561403
4906,13.438524590163935
4907,17.548
4908,13.896992481203007
4909,13.331851851851852
4910,25.985185185185184
4911,18.73
4912,9.879428571428571
4913,18.419444444444444
4914,14.433333333333334
4915,9.445833333333333
4916,13.42280701754386
4917,14.404761904761905
4918,16.074358974358976
4919,10.863690476190476
4920,20.52844827586207
4921,16.037735849056602
4922,11.419402985074626
4923,14.424590163934425
4924,15.078125
4925,15.853465346534653
4926,21.003333333333334
4927,10.2
4928,14.191304347826087
4929,21.40810810810811
4930,4.334090909090909
4931,11.110294117647058
4932,17.65897435897436
4933,17.55072463768116
4934,9.617791411042944
4935,18.27777777777778
4936,14.1
4937,15.50608695652174
4938,13.796621621621622
4939,5.67887323943662
4940,12.865686274509804
4941,16.306930693069308
4942,18.152032520325204
4943,74.2
4944,13.319178082191781
4945,18.246666666666666
4946,16.293457943925233
4947,14.015189873417722
4948,48.3421052631579
4949,15.090728476821193
4950,13.802197802197803
4951,21.183333333333334
4952,9.638043478260869
4953,16.90566037735849
4954,18.136
4955,11.680882352941177
4956,9.348148148148148
4957,15.821875
4958,12.164880952380953
4959,15.727522935779817
4960,14.597590361445784
4961,15.268695652173912
4962,12.494
4963,18.33108108108108
4964,9.907471264367816
4965,18.601176470588236
4966,17.16046511627907
4967,18.31388888888889
4968,17.21875
4969,15.982758620689655
4970,14.744565217391305
4971,18.609375
4972,19.113513513513514
4973,14.231372549019607
4974,13.757142857142858
4975,13.655714285714286
4976,13.16015037593985
4977,23.76578947368421
4978,23.6175
4979,18.285849056603773
4980,10.063953488372093
4981,6.846099290780142
4982,18.424444444444443
4983,16.676
4984,21.6125
4985,12.495714285714286
4986,12.78
4987,9.397222222222222
4988,15.41025641025641
4989,14.475238095238096
4990,11.032323232323233
4991,18.2275
4992,15.50377358490566
4993,16.214285714285715
4994,12.555
4995,24.35625
4996,18.72967032967033
4997,17.01888888888889
4998,18.4
4999,14.280412371134021
5000,17.105
5001,22.396551724137932
5002,28.423809523809524
5003,11.610714285714286
5004,15.4025
5005,20.229268292682928
5006,12.073548387096775
5007,20.889285714285716
5008,23.31
5009,14.79671052631579
5010,16.332786885245902
5011,15.262626262626263
5012,16.99642857142857
5013,17.787951807228914
5014,13.527397260273972
5015,19.875
5016,17.114893617021277
5017,16.862385321100916
5018,15.437190082644628
5019,16.587951807228915
5020,16.10487804878049
5021,15.936507936507937
5022,22.704761904761906
5023,15.615748031496063
5024,13.905357142857143
5025,13.869354838709677
5026,21.157692307692308
5027,9.390277777777778
5028,16.008108108108107
5029,12.238888888888889
5030,12.102631578947369
5031,13.965625
5032,18.070731707317073
5033,15.278125
5034,13.58095238095238
5035,14.333333333333334
5036,24.01153846153846
5037,13.890243902439025
5038,10.844
5039,12.694444444444445
5040,10.965811965811966
5041,16.12439024390244
5042,13.711428571428572
5043,19.9
5044,19.5875
5045,17.234375
5046,17.5869918699187
5047,15.185135135135136
5048,19.395238095238096
5049,15.228571428571428
5050,15.08157894736842
5051,15.521698113207547
5052,16.395402298850573
5053,15.951063829787234
5054,15.8075
5055,22.363636363636363
5056,19.815555555555555
5057,16.145614035087718
5058,22.21818181818182
5059,17.848214285714285
5060,13.020192307692307
5061,16.167441860465118
5062,18.713333333333335
5063,16.78157894736842
5064,18.3
5065,13.582727272727272
5066,15.32857142857143
5067,10.313966480446927
5068,14.68095238095238
5069,10.20782122905028
5070,11.832644628099173
5071,16.191666666666666
5072,11.464925373134328
5073,19.022222222222222
5074,16.983098591549297
5075,14.533333333333333
5076,14.03931623931624
5077,12.283870967741935
5078,17.39672131147541
5079,18.245945945945945
5080,17.39591836734694
5081,19.490909090909092
5082,16.720338983050848
5083,17.93469387755102
5084,21.61891891891892
5085,18.591666666666665
5086,19.81111111111111
5087,19.767857142857142
5088,15.390598290598291
5089,18.655670103092785
5090,23.825
5091,20.024590163934427
5092,13.163428571428572
5093,16.28849557522124
5094,14.30144927536232
5095,14.536923076923078
5096,16.3009900990099
5097,27.513333333333332
5098,21.684375
5099,17.192413793103448
5100,23.334883720930232
5101,13.646842105263158
5102,9.838235294117647
5103,16.181081081081082
5104,16.44825174825175
5105,15.91764705882353
5106,13.598780487804879
5107,13.395384615384616
5108,16.75581395348837
5109,17.21505376344086
5110,14.733333333333333
5111,17.07622950819672
5112,15.035365853658536
5113,14.488461538461538
5114,15.762162162162163
5115,16.695833333333333
5116,20.10322580645161
5117,10.159920634920635
5118,11.086861313868614
5119,16.65070422535211
5120,10.25045871559633
5121,16.835
5122,17.5703125
5123,14.886666666666667
5124,15.711688311688311
5125,13.047727272727272
5126,15.643939393939394
5127,12.76923076923077
5128,12.883333333333333
5129,14.968211920529802
5130,12.397619047619047
5131,10.764
5132,19.65945945945946
5133,30.575862068965517
5134,12.620224719101124
5135,13.43142857142857
5136,17.76896551724138
5137,17.14651162790698
5138,18.154054054054054
5139,14.977922077922077
5140,17.454
5141,21.854545454545455
5142,16.340869565217393
5143,15.7859375
5144,15.934444444444445
5145,19.563636363636363
5146,19.572727272727274
5147,17.271134020618558
5148,13.741666666666667
5149,19.26
5150,17.90281690140845
5151,15.122222222222222
5152,20.919736842105262
5153,19.933720930232557
5154,19.582417582417584
5155,15.632867132867133
5156,20.25
5157,15.222093023255814
5158,14.464444444444444
5159,12.284507042253521
5160,18.975
5161,17.264383561643836
5162,18.563013698630137
5163,23.884615384615383
5164,15.947126436781609
5165,24.093548387096774
5166,18.05
5167,13.963448275862069
5168,11.118181818181819
5169,15.330232558139535
5170,14.16637168141593
5171,23.901923076923076
5172,21.339285714285715
5173,18.744897959183675
5174,24.93846153846154
5175,12.18142857142857
5176,14.4
5177,19.09268292682927
5178,23.308695652173913
5179,15.152678571428572
5180,17.472289156626506
5181,16.132183908045977
5182,22.141379310344828
5183,15.008450704225352
5184,4.110545454545455
5185,17.62272727272727
5186,15.346296296296297
5187,10.205027932960894
5188,17.936
5189,20.113846153846154
5190,15.267676767676768
5191,15.91025641025641
5192,14.520567375886525
5193,15.022377622377622
5194,14.247560975609757
5195,17.214814814814815
5196,12.883802816901408
5197,15.848148148148148
5198,21.78918918918919
5199,17.491954022988505
5200,22.722641509433963
5201,26.925714285714285
5202,13.995321637426901
5203,19.16923076923077
5204,12.24258064516129
5205,19.271875
5206,13.729166666666666
5207,23.635897435897437
5208,35.636923076923075
5209,13.102912621359224
5210,15.823529411764707
5211,28.22
5212,13.149206349206349
5213,9.948584905660377
5214,18.492
5215,19.75
5216,11.027956989247311
5217,15.685344827586206
5218,15.374468085106383
5219,11.044525547445255
5220,13.747407407407408
5221,14.05108695652174
5222,21.725925925925925
5223,4.601507537688442
5224,13.41
5225,17.73409090909091
5226,21.946666666666665
5227,16.955172413793104
5228,18.56774193548387
5229,17.80188679245283
5230,16.108333333333334
5231,16.055882352941175
5232,14.650980392156862
5233,9.822619047619048
5234,15.848611111111111
5235,11.225925925925926
5236,19.465
5237,19.276315789473685
5238,14.363157894736842
5239,9.754444444444445
5240,18.130555555555556
5241,14.980851063829787
5242,15.510714285714286
5243,17.433333333333334
5244,17.894444444444446
5245,13.429213483146068
5246,12.00297619047619
5247,20.048275862068966
5248,10.472619047619048
5249,17.074603174603176
5250,19.966666666666665
5251,16.366666666666667
5252,14.841346153846153
5253,14.103846153846154
5254,16.03219178082192
5255,20.489285714285714
5256,16.381132075471697
5257,14.815625
5258,21.574193548387097
5259,11.85654761904762
5260,17.16190476190476
5261,16.17560975609756
5262,16.98840579710145
5263,25.491666666666667
5264,19.527272727272727
5265,16.73448275862069
5266,15.736559139784946
5267,15.706299212598426
5268,10.37766497461929
5269,14.266917293233083
5270,11.025268817204301
5271,22.418181818181818
5272,17.205
5273,17.13
5274,15.365151515151515
5275,5.64935064935065
5276,18.43076923076923
5277,11.5875
5278,15.605263157894736
5279,15.0875
5280,16.128070175438598
5281,20.2575
5282,14.069491525423729
5283,12.2625
5284,18.79032258064516
5285,18.809677419354838
5286,12.925333333333333
5287,11.704477611940298
5288,17.350943396226416
5289,20.2375
5290,14.041666666666666
5291,18.091666666666665
5292,13.905263157894737
5293,17.68217054263566
5294,13.08134328358209
5295,21.08974358974359
5296,15.993055555555555
5297,16.318421052631578
5298,21.83142857142857
5299,9.215841584158415
5300,15.727692307692308
5301,17.651851851851852
5302,19.05952380952381
5303,22.2
5304,13.877477477477477
5305,17.11
5306,14.155084745762712
5307,14.511650485436894
5308,16.185185185185187
5309,19.964634146341464
5310,19.719444444444445
5311,16.78108108108108
5312,23.178260869565218
5313,14.794957983193278
5314,14.872826086956522
5315,15.921678321678321
5316,13.938888888888888
5317,17.009836065573772
5318,20.014285714285716
5319,19.470588235294116
5320,13.82054794520548
5321,19.09646017699115
5322,14.288976377952755
5323,14.72982456140351
5324,14.338842975206612
5325,17.8525
5326,16.23939393939394
5327,17.208333333333332
5328,13.644642857142857
5329,10.367058823529412
5330,19.984782608695653
5331,22.737142857142857
5332,14.4
5333,11.365196078431373
5334,15.17196261682243
5335,16.42241379310345
5336,14.117796610169492
5337,19.407042253521126
5338,16.25952380952381
5339,22.435593220338983
5340,14.50438596491228
5341,13.43030303030303
5342,15.856410256410257
5343,12.482608695652173
5344,12.453846153846154
5345,15.273118279569893
5346,12.45974025974026
5347,16.365686274509805
5348,17.608823529411765
5349,12.628947368421052
5350,16.498076923076923
5351,18.956565656565658
5352,18.425
5353,14.427272727272728
5354,17.4
5355,20.14
5356,12.409090909090908
5357,12.590909090909092
5358,21.69
5359,16.241666666666667
5360,26.175
5361,25.883333333333333
5362,17.105882352941176
5363,18.739473684210527
5364,14.50263157894737
5365,16.302857142857142
5366,16.19705882352941
5367,21.89782608695652
5368,13.312121212121212
5369,26.9
5370,14.91863354037267
5371,21.225
5372,13.33859649122807
5373,27.073684210526316
5374,19.614285714285714
5375,24.95294117647059
5376,15.674157303370787
5377,12.453846153846154
5378,18.56144578313253
5379,18.377777777777776
5380,16.889473684210525
5381,14.916964285714286
5382,21.23548387096774
5383,18.291379310344826
5384,19.96470588235294
5385,17.611363636363638
5386,17.33888888888889
5387,13.945217391304348
5388,25.964556962025316
5389,16.538636363636364
5390,21.394594594594594
5391,9.14245283018868
5392,22.047727272727272
5393,16.602702702702704
5394,16.514754098360655
5395,17.70294117647059
5396,19.656060606060606
5397,22.58
5398,17.7
5399,15.963414634146341
5400,23.42923076923077
5401,19.078181818181818
5402,14.897777777777778
5403,14.244897959183673
5404,11.511111111111111
5405,17.57941176470588
5406,13.356521739130434
5407,16.334545454545456
5408,10.061538461538461
5409,17.364285714285714
5410,15.0725
5411,17.76923076923077
5412,13.404166666666667
5413,11.644642857142857
5414,7.522047244094488
5415,13.425773195876289
5416,20.415873015873014
5417,14.140350877192983
5418,22.274358974358975
5419,17.034745762711864
5420,21.11685393258427
5421,27.742105263157896
5422,16.176
5423,9.94014598540146
5424,21.31304347826087
5425,16.132323232323234
5426,17.157575757575756
5427,16.643589743589743
5428,17.066666666666666
5429,17.51153846153846
5430,16.525925925925925
5431,14.928888888888888
5432,19.600943396226416
5433,13.956028368794327
5434,15.566666666666666
5435,21.536666666666665
5436,13.795555555555556
5437,9.12
5438,22.327272727272728
5439,14.648780487804878
5440,16.825
5441,10.079891304347827
5442,15.560975609756097
5443,9.28679245283019
5444,21.564705882352943
5445,10.05
5446,15.887878787878789
5447,16.355555555555554
5448,12.352884615384616
5449,16.961
5450,22.441176470588236
5451,15.71304347826087
5452,20.118085106382978
5453,14.03972602739726
5454,16.872666666666667
5455,13.867883211678832
5456,16.805263157894736
5457,18.224761904761905
5458,16.061290322580646
5459,10.647058823529411
5460,15.65
5461,15.227083333333333
5462,18.83888888888889
5463,20.111290322580643
5464,13.128409090909091
5465,17.33225806451613
5466,19.760465116279068
5467,19.059375
5468,13.413846153846153
5469,18.059047619047618
5470,17.045945945945945
5471,17.68421052631579
5472,17.25
5473,14.88679245283019
5474,15.93
5475,20.2972972972973
5476,16.683783783783785
5477,10.507821229050279
5478,20.628
5479,13.0546875
5480,7.724285714285714
5481,16.933333333333334
5482,18.392307692307693
5483,17.640425531914893
5484,14.347058823529412
5485,14.216666666666667
5486,14.512
5487,19.02537313432836
5488,12.629113924050634
5489,25.909523809523808
5490,15.002985074626865
5491,35.741176470588236
5492,16.33063063063063
5493,12.908955223880596
5494,11.233962264150943
5495,16.336170212765957
5496,10.515577889447236
5497,9.291272727272727
5498,13.95125
5499,17.166336633663366
5500,14.187931034482759
5501,16.06290322580645
5502,17.176
5503,13.733333333333333
5504,17.43913043478261
5505,13.787878787878787
5506,12.063855421686746
5507,20.026666666666667
5508,19.648
5509,4.690697674418605
5510,28.71142857142857
5511,11.8675
5512,29.79722222222222
5513,26.192857142857143
5514,14.658947368421053
5515,12.979166666666666
5516,28.362962962962964
5517,16.065625
5518,16.387234042553192
5519,16.315
5520,15.586567164179105
5521,15.452727272727273
5522,20.701351351351352
5523,15.405960264900662
5524,15.556716417910447
5525,17.216666666666665
5526,23.861538461538462
5527,24.812
5528,11.205357142857142
5529,10.475833333333334
5530,17.11470588235294
5531,17.299180327868854
5532,21.183720930232557
5533,14.530434782608696
5534,13.178313253012048
5535,15.823404255319149
5536,15.54313725490196
5537,18.397222222222222
5538,19.613580246913582
5539,14.413157894736843
5540,13.632222222222222
5541,16.8375
5542,19.177777777777777
5543,12.933112582781456
5544,18.185714285714287
5545,18.984615384615385
5546,14.04186046511628
5547,10.345226130653266
5548,16.355128205128207
5549,11.487155963302753
5550,17.55
5551,17.59764705882353
5552,18.07017543859649
5553,15.348275862068965
5554,12.525688073394495
5555,17.091489361702127
5556,11.808
5557,19.866666666666667
5558,12.693382352941176
5559,15.814893617021276
5560,11.45392156862745
5561,19.108823529411765
5562,16.742857142857144
5563,17.5075
5564,10.92608695652174
5565,16.45
5566,16.11391304347826
5567,15.199180327868852
5568,18.705555555555556
5569,12.00344827586207
5570,16.946296296296296
5571,21.029268292682925
5572,13.788405797101449
5573,9.887431693989072
5574,20.937878787878788
5575,11.330666666666668
5576,17.791208791208792
5577,16.82894736842105
5578,12.21025641025641
5579,19.41860465116279
5580,21.638461538461538
5581,16.251351351351353
5582,15.663333333333334
5583,17.48921568627451
5584,12.845652173913043
5585,17.611428571428572
5586,13.673684210526316
5587,14.99
5588,12.859848484848484
5589,10.165174129353234
5590,15.602247191011235
5591,18.230927835051546
5592,17.23787878787879
5593,11.874698795180723
5594,18.985185185185184
5595,13.166129032258064
5596,15.057407407407407
5597,16.74
5598,14.640287769784173
5599,17.75
5600,17.45
5601,20.73448275862069
5602,20.003846153846155
5603,21.117073170731707
5604,21.8
5605,15.235922330097088
5606,15.1640625
5607,13.648514851485148
5608,15.853333333333333
5609,11.463478260869564
5610,14.411650485436894
5611,11.3512987012987
5612,22.453333333333333
5613,6.1506849315068495
5614,23.878082191780823
5615,23.541666666666668
5616,12.798529411764706
5617,38.38787878787879
5618,17.715625
5619,17.77179487179487
5620,13.789583333333333
5621,16.49055118110236
5622,9.2
5623,17.971186440677965
5624,18.184615384615384
5625,16.521052631578947
5626,23.288235294117648
5627,10.77196261682243
5628,15.721495327102804
5629,15.477777777777778
5630,13.724
5631,18.725
5632,16.847368421052632
5633,17.506451612903227
5634,29.867391304347827
5635,14.777894736842105
5636,18.48989898989899
5637,15.605128205128205
5638,16.655263157894737
5639,17.243243243243242
5640,17.08823529411765
5641,17.665573770491804
5642,15.05
5643,17.092380952380953
5644,16.65281690140845
5645,13.125373134328358
5646,21.4
5647,15.42051282051282
5648,12.777941176470588
5649,15.31
5650,22.31529411764706
5651,27.026470588235295
5652,10.072361809045226
5653,15.543037974683545
5654,13.94909090909091
5655,18.603614457831327
5656,25.556756756756755
5657,17.783333333333335
5658,10.76583850931677
5659,14.735862068965517
5660,6.85
5661,10.67142857142857
5662,17.94878048780488
5663,15.923684210526316
5664,17.388235294117646
5665,12.39421965317919
5666,21.63896103896104
5667,18.31358024691358
5668,20.38736842105263
5669,17.13111111111111
5670,14.275757575757575
5671,13.623595505617978
5672,17.521153846153847
5673,9.116774193548387
5674,15.07375
5675,13.431506849315069
5676,16.22
5677,13.758333333333333
5678,36.40625
5679,14.06279069767442
5680,27.51904761904762
5681,10.00648854961832
5682,12.907894736842104
5683,14.836024844720496
5684,16.93132530120482
5685,16.770707070707072
5686,17.48030303030303
5687,13.727350427350427
5688,14.135849056603774
5689,14.96140350877193
5690,14.923170731707318
5691,32.96666666666667
5692,17.865040650406502
5693,18.88494623655914
5694,8.89875
5695,16.409259259259258
5696,21.170149253731342
5697,15.825
5698,15.619047619047619
5699,23.053571428571427
5700,14.23936170212766
5701,19.216666666666665
5702,12.42134831460674
5703,45.13076923076923
5704,12.690217391304348
5705,8.054545454545455
5706,11.824390243902439
5707,20.39390243902439
5708,18.481102362204723
5709,14.698305084745762
5710,23.207142857142856
5711,18.595061728395063
5712,15.185263157894736
5713,20.053125
5714,26.42608695652174
5715,23.071428571428573
5716,14.072189349112426
5717,14.79622641509434
5718,16.48205128205128
5719,15.019875776397516
5720,18.376744186046512
5721,18.848275862068967
5722,14.526666666666667
5723,10.536842105263158
5724,11.5125
5725,17.211224489795917
5726,10.38082191780822
5727,16.914893617021278
5728,14.438983050847458
5729,13.421875
5730,10.275294117647059
5731,16.766666666666666
5732,19.508823529411764
5733,15.421985815602836
5734,18.54470588235294
5735,13.9
5736,19.98191489361702
5737,18.85
5738,19.614545454545453
5739,15.098148148148148
5740,14.809375
5741,18.998684210526317
5742,24.446666666666665
5743,14.411764705882353
5744,16.70344827586207
5745,18.770886075949367
5746,16.743478260869566
5747,16.603571428571428
5748,18.028
5749,14.181159420289855
5750,12.518181818181818
5751,19.007407407407406
5752,13.602479338842976
5753,12.584558823529411
5754,12.73235294117647
5755,13.896923076923077
5756,15.688571428571429
5757,26.366666666666667
5758,16.310185185185187
5759,14.813461538461539
5760,15.185365853658537
5761,18.492241379310343
5762,57.676923076923075
5763,13.627358490566039
5764,15.173584905660377
5765,19.16060606060606
5766,19.110526315789475
5767,16.15135135135135
5768,16.821518987341772
5769,26.91698113207547
5770,15.160344827586206
5771,12.409090909090908
5772,10.439473684210526
5773,16.25
5774,17.32857142857143
5775,9.322314049586776
5776,14.820792079207921
5777,11.581818181818182
5778,10.790839694656489
5779,14.756818181818181
5780,10.580536912751677
5781,21.81904761904762
5782,15.968421052631578
5783,15.707317073170731
5784,15.658333333333333
5785,14.884615384615385
5786,16.382653061224488
5787,19.816666666666666
5788,22.684931506849313
5789,16.397560975609757
5790,16.98220338983051
5791,13.434821428571428
5792,14.432835820895523
5793,13.744444444444444
5794,15.314634146341463
5795,14.52695652173913
5796,10.995108695652174
5797,6.766666666666667
5798,17.266666666666666
5799,17.482857142857142
5800,15.201190476190476
5801,5.110326086956522
5802,15.952380952380953
5803,13.746666666666666
5804,16.21505376344086
5805,8.373626373626374
5806,10.727848101265822
5807,6.10531914893617
5808,16.48048780487805
5809,16.834848484848486
5810,19.194117647058825
5811,13.588622754491018
5812,17.787142857142857
5813,19.428260869565218
5814,5.549122807017544
5815,11.351824817518247
5816,16.962857142857143
5817,18.406172839506173
5818,19.31142857142857
5819,15.14
5820,16.945454545454545
5821,24.1030303030303
5822,15.702061855670102
5823,10.99056603773585
5824,16.947222222222223
5825,20.9475
5826,12.37514450867052
5827,14.202912621359223
5828,14.679136690647482
5829,19.025
5830,16.934722222222224
5831,17.293055555555554
5832,17.83888888888889
5833,15.750961538461539
5834,25.541666666666668
5835,17.026315789473685
5836,19.057142857142857
5837,17.32033898305085
5838,9.886861313868613
5839,16.2
5840,7.4917266187050355
5841,21.501612903225805
5842,10.390131578947368
5843,9.676328502415458
5844,25.3875
5845,15.68673469387755
5846,45.13
5847,15.748780487804877
5848,27.956521739130434
5849,18.025531914893616
5850,19.554411764705883
5851,10.936842105263159
5852,3.9337078651685395
5853,15.349668874172185
5854,20.476666666666667
5855,14.04864864864865
5856,26.654166666666665
5857,13.55625
5858,17.253846153846155
5859,17.419767441860465
5860,10.07027027027027
5861,17.636111111111113
5862,14.776923076923078
5863,15.682222222222222
5864,17.55581395348837
5865,9.207142857142857
5866,16.996969696969696
5867,13.761971830985916
5868,9.485344827586207
5869,26.155882352941177
5870,18.097333333333335
5871,16.925842696629214
5872,21.112727272727273
5873,18.30677966101695
5874,16.30909090909091
5875,12.159183673469387
5876,25.075
5877,17.589830508474577
5878,17.260493827160495
5879,17.231081081081083
5880,13.994117647058824
5881,19.442857142857143
5882,15.185416666666667
5883,8.438271604938272
5884,28.77872340425532
5885,17.456934306569345
5886,14.905594405594405
5887,13.980434782608695
5888,15.423899371069183
5889,16.34078947368421
5890,20.82741935483871
5891,10.8
5892,21.656666666666666
5893,16.994339622641508
5894,18.657446808510638
5895,13.715277777777779
5896,18.01011235955056
5897,15.140462427745664
5898,13.76086956521739
5899,19.21794871794872
5900,19.451639344262293
5901,8.279807692307692
5902,5.992307692307692
5903,11.316233766233767
5904,13.926315789473684
5905,8.678947368421053
5906,21.454545454545453
5907,10.47421875
5908,13.851020408163265
5909,19.913636363636364
5910,16.955263157894738
5911,18.237142857142857
5912,16.936842105263157
5913,9.48452380952381
5914,23.437878787878788
5915,15.606293706293707
5916,18.55925925925926
5917,16.46081081081081
5918,12.566666666666666
5919,12.0375
5920,14.81764705882353
5921,19.473333333333333
5922,13.105755395683452
5923,16.284552845528456
5924,14.05945945945946
5925,22.361538461538462
5926,19.245
5927,18.828865979381444
5928,18.073529411764707
5929,12.760119047619048
5930,18.706122448979592
5931,16.56111111111111
5932,13.860283687943262
5933,20.574193548387097
5934,16.794444444444444
5935,20.453333333333333
5936,13.508284023668638
5937,17.44736842105263
5938,18.41549295774648
5939,11.118518518518519
5940,15.006818181818181
5941,22.72222222222222
5942,13.247692307692308
5943,16.455263157894738
5944,16.09342105263158
5945,14.325555555555555
5946,11.465581395348837
5947,18.553061224489795
5948,13.866911764705883
5949,15.645238095238096
5950,15.666666666666666
5951,18.749295774647887
5952,12.152336448598131
5953,14.072955974842767
5954,14.33953488372093
5955,17.053488372093025
5956,16.30983606557377
5957,9.979452054794521
5958,20.028125
5959,16.24965034965035
5960,18.684444444444445
5961,16.32051282051282
5962,14.442857142857143
5963,24.923076923076923
5964,14.691919191919192
5965,23.103448275862068
5966,12.521804511278196
5967,20.44375
5968,20.215151515151515
5969,14.293076923076923
5970,14.795833333333333
5971,15.52280701754386
5972,14.066216216216215
5973,17.293457943925233
5974,14.723333333333333
5975,21.01590909090909
5976,20.16
5977,19.46875
5978,11.575
5979,4.402127659574468
5980,13.088333333333333
5981,16.18
5982,14.514444444444445
5983,15.050757575757576
5984,14.435483870967742
5985,16.553146853146853
5986,18.002702702702702
5987,11.09364161849711
5988,14.175590551181102
5989,28.71818181818182
5990,17.64862385321101
5991,18.324285714285715
5992,17.374468085106383
5993,18.578787878787878
5994,18.285714285714285
5995,19.028125
5996,20.728
5997,16.899122807017545
5998,14.555555555555555
5999,15.932710280373831
6000,14.866666666666667
6001,14.794736842105262
6002,15.12037037037037
6003,19.439622641509434
6004,22.0
6005,15.306818181818182
6006,15.425185185185185
6007,20.327272727272728
6008,16.754
6009,16.915151515151514
6010,17.56081081081081
6011,12.922950819672131
6012,18.983870967741936
6013,18.34468085106383
6014,16.794615384615383
6015,14.47906976744186
6016,15.829411764705883
6017,10.81304347826087
6018,17.95740740740741
6019,13.312676056338027
6020,18.28918918918919
6021,25.17
6022,18.520689655172415
6023,17.059375
6024,12.20632911392405
6025,21.771428571428572
6026,13.981632653061224
6027,15.660504201680672
6028,18.19753086419753
6029,16.725641025641025
6030,15.32857142857143
6031,13.374
6032,16.34
6033,13.808333333333334
6034,17.220481927710843
6035,23.982857142857142
6036,11.744021739130435
6037,17.538383838383837
6038,20.763541666666665
6039,12.925714285714285
6040,7.120689655172414
6041,15.731460674157303
6042,17.61081081081081
6043,21.751428571428573
6044,11.427586206896551
6045,19.58125
6046,18.039506172839506
6047,17.929411764705883
6048,15.69390243902439
6049,13.804020100502512
6050,15.802439024390244
6051,8.582258064516129
6052,14.019811320754718
6053,15.524137931034483
6054,20.455844155844154
6055,16.851898734177215
6056,12.544155844155844
6057,24.7
6058,13.198412698412698
6059,14.214754098360656
6060,16.498
6061,22.678481012658228
6062,17.384955752212388
6063,15.715384615384615
6064,14.86605504587156
6065,17.782978723404256
6066,27.9
6067,22.159139784946237
6068,14.320652173913043
6069,14.743396226415094
6070,14.270731707317074
6071,10.85679012345679
6072,24.501694915254237
6073,23.075294117647058
6074,11.615217391304348
6075,21.76290322580645
6076,17.504255319148935
6077,12.246543778801843
6078,17.128155339805826
6079,18.497916666666665
6080,13.0046875
6081,10.363815789473684
6082,11.385294117647058
6083,18.811764705882354
6084,18.472340425531915
6085,21.23098591549296
6086,20.832183908045977
6087,21.40625
6088,15.576288659793814
6089,19.605882352941176
6090,20.73076923076923
6091,16.46842105263158
6092,16.272727272727273
6093,20.015625
6094,9.536666666666667
6095,18.322857142857142
6096,20.316666666666666
6097,14.317610062893081
6098,21.253658536585366
6099,18.737837837837837
6100,9.497916666666667
6101,11.375454545454545
6102,22.434426229508198
6103,19.213513513513515
6104,15.284536082474228
6105,14.423076923076923
6106,27.428813559322034
6107,19.454639175257732
6108,14.62112676056338
6109,16.0325
6110,14.271428571428572
6111,22.832727272727272
6112,16.023364485981308
6113,18.393548387096775
6114,17.905555555555555
6115,26.13809523809524
6116,29.83076923076923
6117,16.953488372093023
6118,13.388636363636364
6119,17.455555555555556
6120,7.903846153846154
6121,10.502013422818791
6122,13.39622641509434
6123,18.048148148148147
6124,17.158620689655173
6125,17.745098039215687
6126,9.336781609195402
6127,17.80392156862745
6128,15.602272727272727
6129,12.621052631578948
6130,13.60625
6131,17.00754716981132
6132,14.773809523809524
6133,25.72542372881356
6134,13.783333333333333
6135,20.55
6136,17.752238805970148
6137,19.654545454545456
6138,16.348484848484848
6139,10.49764705882353
6140,10.395652173913044
6141,20.966666666666665
6142,9.408695652173913
6143,18.01081081081081
6144,17.33684210526316
6145,5.268867924528302
6146,16.6925
6147,7.348387096774194
6148,18.577142857142857
6149,16.457894736842107
6150,10.017391304347827
6151,15.776190476190477
6152,19.70769230769231
6153,20.2
6154,15.118110236220472
6155,9.589673913043478
6156,14.314285714285715
6157,17.768571428571427
6158,18.322222222222223
6159,17.601724137931033
6160,15.604878048780488
6161,13.325531914893617
6162,16.346153846153847
6163,18.17303370786517
6164,17.011627906976745
6165,10.789954337899543
6166,18.117105263157896
6167,19.285393258426968
6168,17.226923076923075
6169,18.317021276595746
6170,15.815
6171,15.991304347826087
6172,13.393846153846154
6173,14.273913043478261
6174,19.76764705882353
6175,14.731818181818182
6176,14.554237288135592
6177,13.3552
6178,17.00204081632653
6179,16.258333333333333
6180,20.5
6181,14.526136363636363
6182,15.173015873015872
6183,17.901612903225807
6184,12.535384615384615
6185,16.429787234042553
6186,4.757718120805369
6187,13.021518987341771
6188,17.096296296296295
6189,16.48235294117647
6190,19.38783783783784
6191,17.680555555555557
6192,14.218110236220472
6193,23.953333333333333
6194,12.54108527131783
6195,15.681060606060607
6196,12.258479532163742
6197,16.94705882352941
6198,16.73611111111111
6199,17.40747663551402
6200,22.907462686567165
6201,13.447692307692307
6202,20.005
6203,34.39473684210526
6204,20.70740740740741
6205,10.956603773584906
6206,13.966233766233767
6207,11.839583333333334
6208,16.96904761904762
6209,5.98
6210,18.822727272727274
6211,16.825974025974027
6212,15.077692307692308
6213,16.53214285714286
6214,16.29255319148936
6215,18.528235294117646
6216,15.41388888888889
6217,12.83731343283582
6218,19.191666666666666
6219,44.42857142857143
6220,9.78525179856115
6221,13.151851851851852
6222,12.984375
6223,20.730434782608697
6224,16.15206611570248
