,action_object_ratio
615,15.181720430107527
616,12.54390243902439
617,16.937373737373736
618,12.245238095238095
619,15.39811320754717
620,16.925
621,12.772222222222222
622,16.539622641509435
623,18.2453125
624,16.6203125
625,16.771153846153847
626,14.088659793814433
627,14.55
628,11.746829268292682
629,16.943119266055046
630,17.11025641025641
631,17.749152542372883
632,18.389887640449437
633,8.078787878787878
634,19.075757575757574
635,12.388333333333334
636,10.665384615384616
637,20.840579710144926
638,21.858620689655172
639,15.646153846153846
640,16.138461538461538
641,18.8375
642,16.107142857142858
643,15.2
644,16.703030303030303
645,11.675
646,19.06935483870968
647,16.478947368421053
648,15.647524752475247
649,11.97680412371134
650,19.838461538461537
651,13.880373831775701
652,16.25625
653,19.68780487804878
654,17.011111111111113
655,13.53921568627451
656,17.723188405797103
657,21.872839506172838
658,13.90625
659,19.1
660,16.614406779661017
661,9.749425287356322
662,16.08421052631579
663,23.49411764705882
664,16.706666666666667
665,19.358490566037737
666,10.418478260869565
667,16.915384615384614
668,16.704651162790697
669,16.216964285714287
670,16.116666666666667
671,14.741732283464566
672,18.353125
673,21.465853658536584
674,23.54705882352941
675,16.15
676,13.80916030534351
677,16.31734693877551
678,18.913513513513514
679,16.337931034482757
680,13.702970297029703
681,6.98448275862069
682,11.546268656716418
683,10.318478260869565
684,13.982978723404255
685,13.94059405940594
686,14.981176470588235
687,17.187596899224808
688,17.90483870967742
689,18.3275
690,12.72054794520548
691,9.920454545454545
692,13.165
693,13.802985074626866
694,13.785483870967742
695,15.52
696,8.830337078651686
697,7.969387755102041
698,29.11730769230769
699,16.519277108433734
700,16.340476190476192
701,22.056
702,17.24625
703,15.748837209302325
704,21.426666666666666
705,10.94537037037037
706,9.960538116591929
707,15.817808219178081
708,15.0855421686747
709,17.891666666666666
710,15.22625
711,15.852941176470589
712,11.78125
713,15.853191489361702
714,14.152910052910054
715,14.707317073170731
716,21.353424657534248
717,14.327731092436975
718,18.729166666666668
719,27.070588235294117
720,10.031875
721,15.8075
722,22.235714285714284
723,14.585714285714285
724,17.374285714285715
725,15.217094017094016
726,20.809756097560975
727,17.24411764705882
728,16.85903614457831
729,14.557943925233644
730,10.34392523364486
731,12.209154929577466
732,17.075
733,19.86868686868687
734,25.555555555555557
735,14.867625899280576
736,15.173214285714286
737,15.088297872340426
738,11.129145728643216
739,17.478504672897195
740,18.44705882352941
741,23.428571428571427
742,11.743421052631579
743,14.216666666666667
744,77.2
745,18.425806451612903
746,18.9515625
747,16.633333333333333
748,16.16826923076923
749,16.186666666666667
750,13.538095238095238
751,21.76923076923077
752,12.322602739726028
753,20.425925925925927
754,9.265060240963855
755,17.090123456790124
756,14.145454545454545
757,13.286206896551723
758,17.698630136986303
759,10.980124223602484
760,12.611428571428572
761,1.7567961165048545
762,16.2
763,19.98170731707317
764,18.006593406593407
765,18.891304347826086
766,15.542268041237113
767,12.053846153846154
768,21.51081081081081
769,14.9
770,17.47196261682243
771,9.669158878504673
772,15.008080808080807
773,20.040860215053762
774,13.70632183908046
775,13.396590909090909
776,18.82761904761905
777,22.08688524590164
778,12.74
779,17.446913580246914
780,19.984375
781,12.925373134328359
782,12.761029411764707
783,14.162711864406779
784,10.476884422110553
785,14.53495145631068
786,12.688028169014084
787,14.961363636363636
788,11.971917808219178
789,15.125373134328358
790,14.289130434782608
791,21.135365853658538
792,9.390625
793,19.034285714285716
794,37.99375
795,18.52285714285714
796,30.098275862068967
797,16.45111111111111
798,14.592391304347826
799,23.582278481012658
800,9.526666666666667
801,17.822916666666668
802,13.980952380952381
803,17.641176470588235
804,18.641935483870967
805,12.919607843137255
806,50.111111111111114
807,14.601960784313725
808,15.841463414634147
809,18.84516129032258
810,16.862608695652174
811,18.194117647058825
812,16.79056603773585
813,15.992156862745098
814,13.99047619047619
815,12.901492537313432
816,14.8912
817,37.76190476190476
818,15.76923076923077
819,10.506315789473684
820,22.647058823529413
821,17.202857142857145
822,13.202380952380953
823,11.686175115207373
824,13.545454545454545
825,36.80740740740741
826,19.671794871794873
827,13.377777777777778
828,12.833333333333334
829,16.74736842105263
830,11.615328467153285
831,12.53494623655914
832,13.908333333333333
833,12.164285714285715
834,9.90248447204969
835,21.521008403361346
836,13.298913043478262
837,26.072727272727274
838,15.214814814814815
839,15.553225806451612
840,9.668181818181818
841,18.894594594594594
842,19.46388888888889
843,14.204597701149424
844,9.75
845,11.98
846,10.846808510638297
847,16.367441860465117
848,20.173809523809524
849,5.543506493506493
850,18.430337078651686
851,20.59041095890411
852,18.566666666666666
853,6.455612244897959
854,11.180882352941177
855,19.598333333333333
856,17.434782608695652
857,14.258823529411766
858,16.1875
859,13.359493670886076
860,21.685
861,14.946666666666667
862,13.372222222222222
863,15.201010101010102
864,13.93861386138614
865,18.8126582278481
866,23.208333333333332
867,14.424503311258277
868,13.236585365853658
869,20.480681818181818
870,14.98804347826087
871,17.096875
872,15.844117647058823
873,14.721052631578948
874,15.150649350649351
875,17.085714285714285
876,18.42735849056604
877,14.898675496688742
878,19.03265306122449
879,19.041176470588237
880,19.34375
881,23.337931034482757
882,16.67912087912088
883,14.473076923076922
884,9.55430463576159
885,19.087903225806453
886,15.827083333333333
887,20.8
888,15.854237288135593
889,12.442424242424243
890,19.541176470588237
891,18.423809523809524
892,15.866326530612245
893,14.423809523809524
894,18.039622641509435
895,18.39375
896,15.873913043478261
897,24.775
898,21.927272727272726
899,23.72
900,20.185365853658535
901,14.890697674418604
902,11.811340206185568
903,18.377777777777776
904,13.052709359605911
905,15.45111111111111
906,17.222093023255812
907,16.233333333333334
908,14.463934426229509
909,19.22758620689655
910,18.78953488372093
911,13.153191489361703
912,14.619259259259259
913,5.862629757785467
914,12.35
915,14.95609756097561
916,10.257009345794392
917,17.23235294117647
918,9.829166666666667
919,13.695555555555556
920,14.880833333333333
921,18.029591836734692
922,17.293478260869566
923,17.816666666666666
924,22.413333333333334
925,11.129770992366412
926,18.651515151515152
927,13.05108695652174
928,21.467567567567567
929,15.205882352941176
930,12.983333333333333
931,14.87923076923077
932,14.7432
933,17.18913043478261
934,19.127692307692307
935,18.10232558139535
936,16.765656565656567
937,15.05
938,19.003614457831326
939,16.847115384615385
940,15.472815533980583
941,6.848695652173913
942,17.722105263157896
943,12.89090909090909
944,17.104716981132075
945,10.906666666666666
946,12.420535714285714
947,18.667391304347827
948,13.088
949,10.506106870229008
950,9.996969696969696
951,17.87837837837838
952,16.215384615384615
953,16.502912621359222
954,18.63884297520661
955,15.506666666666666
956,17.41891891891892
957,20.408035714285713
958,19.22235294117647
959,15.08867924528302
960,14.635294117647058
961,13.862393162393163
962,16.509090909090908
963,17.56851851851852
964,12.5575
965,17.924137931034483
966,11.331182795698926
967,16.72361111111111
968,19.6
969,16.752439024390245
970,15.969318181818181
971,12.865734265734266
972,16.908029197080293
973,13.526470588235295
974,16.761111111111113
975,16.629787234042553
976,19.306451612903224
977,14.551020408163266
978,13.2125
979,18.405747126436783
980,15.07008547008547
981,103.9
982,78.93333333333334
983,14.444094488188977
984,16.005607476635515
985,19.708333333333332
986,19.456976744186047
987,13.821693121693121
988,17.282
989,19.216
990,13.709278350515463
991,15.551219512195122
992,18.247413793103448
993,16.407826086956522
994,15.442735042735043
995,16.034615384615385
996,15.983018867924528
997,11.886614173228347
998,19.4
999,21.733333333333334
1000,14.447008547008547
1001,14.78125
1002,18.555555555555557
1003,12.83157894736842
1004,14.724324324324325
1005,16.212587412587414
1006,16.72970297029703
1007,14.83
1008,14.052380952380952
1009,18.133823529411764
1010,11.092424242424242
1011,8.907878787878788
1012,21.985714285714284
1013,21.10487804878049
1014,17.277450980392157
1015,11.673722627737225
1016,54.575
1017,14.735869565217392
1018,16.471153846153847
1019,15.252727272727272
1020,25.759154929577466
1021,19.76
1022,20.322222222222223
1023,15.4875
1024,21.662857142857142
1025,14.188059701492538
1026,18.336734693877553
1027,18.81764705882353
1028,16.73488372093023
1029,12.86860465116279
1030,10.78494623655914
1031,25.941666666666666
1032,15.162745098039215
1033,14.65925925925926
1034,13.897435897435898
1035,14.510344827586207
1036,12.168452380952381
1037,8.51764705882353
1038,15.61951219512195
1039,16.99404761904762
1040,17.341463414634145
1041,15.181818181818182
1042,17.593939393939394
1043,15.928125
1044,14.999056603773585
1045,13.9425
1046,16.66842105263158
1047,15.434042553191489
1048,18.293023255813953
1049,17.044444444444444
1050,9.553153153153152
1051,14.240425531914894
1052,17.6
1053,19.629166666666666
1054,16.397122302158273
1055,18.705128205128204
1056,18.485294117647058
1057,15.878321678321678
1058,14.388349514563107
1059,10.468235294117648
1060,18.31477272727273
1061,18.33142857142857
1062,5.9296875
1063,16.44878048780488
1064,14.34179104477612
1065,16.006422018348623
1066,13.241463414634147
1067,16.17837837837838
1068,15.467796610169492
1069,13.785416666666666
1070,7.040909090909091
1071,27.584615384615386
1072,12.822388059701492
1073,12.923809523809524
1074,18.6
1075,12.129931972789116
1076,15.31860465116279
1077,14.034883720930232
1078,10.687719298245614
1079,23.259574468085106
1080,19.773333333333333
1081,13.6
1082,13.787333333333333
1083,15.957142857142857
1084,15.35
1085,14.501149425287357
1086,17.723529411764705
1087,15.128301886792453
1088,15.859322033898305
1089,15.232530120481927
1090,21.59
1091,19.36470588235294
1092,14.252678571428572
1093,10.908
1094,21.334285714285713
1095,17.396
1096,11.191379310344828
1097,15.85609756097561
1098,18.955
1099,14.808552631578948
1100,19.34179104477612
1101,14.653333333333334
1102,8.877397260273973
1103,16.44920634920635
1104,14.653125
1105,19.035526315789475
1106,14.471276595744682
1107,18.018333333333334
1108,9.922137404580152
1109,13.185526315789474
1110,14.54016393442623
1111,15.41875
1112,18.041176470588237
1113,15.917543859649124
1114,16.183211678832116
1115,19.591428571428573
1116,14.287931034482758
1117,15.382828282828283
1118,14.390647482014389
1119,14.947142857142858
1120,16.4175
1121,12.558333333333334
1122,13.1
1123,18.695833333333333
1124,18.176190476190477
1125,12.058333333333334
1126,15.646666666666667
1127,16.571296296296296
1128,15.826881720430107
1129,19.221212121212123
1130,15.504878048780487
1131,14.515584415584415
1132,17.129032258064516
1133,24.204
1134,14.37864077669903
1135,21.110714285714284
1136,18.361538461538462
1137,12.29625
1138,12.908510638297873
1139,14.085106382978724
1140,19.08653846153846
1141,19.225
1142,9.535
1143,13.189204545454546
1144,16.825
1145,17.870689655172413
1146,16.97222222222222
1147,15.5
1148,18.49142857142857
1149,19.842
1150,10.435840707964601
1151,11.32987012987013
1152,16.92
1153,13.784615384615385
1154,9.691981132075473
1155,14.179787234042553
1156,15.155813953488373
1157,16.534965034965033
1158,19.39677419354839
1159,19.456338028169014
1160,15.592682926829267
1161,4.702684563758389
1162,16.270535714285714
1163,15.459523809523809
1164,18.476470588235294
1165,13.971764705882354
1166,8.810877192982456
1167,8.574107142857143
1168,11.595384615384615
1169,10.8125
1170,17.651785714285715
1171,16.282575757575756
1172,22.185
1173,14.839344262295082
1174,13.536842105263158
1175,14.315217391304348
1176,12.857232704402517
1177,18.18235294117647
1178,21.83823529411765
1179,16.348529411764705
1180,15.5825
1181,10.848299319727891
1182,16.218627450980392
1183,14.642857142857142
1184,15.864210526315789
1185,29.614893617021277
1186,9.443636363636363
1187,15.3925
1188,11.840625
1189,19.48
1190,14.04186046511628
1191,4.159558823529411
1192,18.597872340425532
1193,18.53142857142857
1194,15.614772727272728
1195,15.391596638655463
1196,17.10169491525424
1197,14.025730994152047
1198,15.512844036697247
1199,12.761538461538462
1200,16.087619047619047
1201,14.519512195121951
1202,18.95
1203,13.4265625
1204,7.15945945945946
1205,8.826829268292682
1206,16.667816091954023
1207,12.585714285714285
1208,10.079411764705883
1209,18.979310344827585
1210,15.913861386138613
1211,14.595081967213115
1212,17.9260162601626
1213,11.566341463414634
1214,14.394
1215,15.468367346938775
1216,26.96875
1217,10.77764705882353
1218,16.442622950819672
1219,13.102597402597402
1220,16.012941176470587
1221,9.720529801324503
1222,15.946551724137931
1223,16.598058252427183
1224,13.000571428571428
1225,16.21764705882353
1226,18.28939393939394
1227,14.973584905660378
1228,23.098245614035086
1229,13.348245614035088
1230,15.785365853658536
1231,20.676666666666666
1232,16.873643410852715
1233,11.05
1234,18.184848484848484
1235,23.098333333333333
1236,16.515384615384615
1237,14.951515151515151
1238,17.391666666666666
1239,13.617543859649123
1240,12.083653846153846
1241,17.75432098765432
1242,16.525
1243,7.841176470588235
1244,13.203636363636363
1245,18.387931034482758
1246,23.14090909090909
1247,13.86888888888889
1248,16.678260869565218
1249,11.336324786324786
1250,18.043373493975903
1251,15.097959183673469
1252,17.053846153846155
1253,15.33404255319149
1254,13.783040935672515
1255,10.374725274725275
1256,12.744444444444444
1257,12.720792079207921
1258,19.162068965517243
1259,19.11346153846154
1260,15.478048780487805
1261,14.683050847457627
1262,13.70875912408759
1263,15.510416666666666
1264,15.556880733944954
1265,18.228
1266,21.23488372093023
1267,14.944186046511629
1268,16.440860215053764
1269,13.587058823529413
1270,15.435714285714285
1271,13.962433862433862
1272,15.488888888888889
1273,17.447619047619046
1274,17.390697674418604
1275,14.418238993710691
1276,14.676666666666666
1277,20.653030303030302
1278,18.945454545454545
1279,16.37142857142857
1280,15.066666666666666
1281,14.663829787234043
1282,19.692929292929293
1283,18.13783783783784
1284,14.22391304347826
1285,12.241121495327103
1286,11.133333333333333
1287,19.236363636363638
1288,11.892934782608696
1289,11.475373134328358
1290,13.812
1291,15.934782608695652
1292,14.023255813953488
1293,19.28235294117647
1294,13.809655172413793
1295,21.45
1296,16.281632653061223
1297,17.681355932203388
1298,12.813461538461539
1299,16.64375
1300,16.346527777777776
1301,6.092481203007519
1302,11.908724832214766
1303,9.0296875
1304,26.666666666666668
1305,13.071666666666667
1306,13.26
1307,19.105882352941176
1308,17.847286821705428
1309,9.997826086956522
1310,9.204255319148936
1311,17.033333333333335
1312,17.823287671232876
1313,15.159433962264151
1314,10.454347826086957
1315,16.35326086956522
1316,15.495104895104895
1317,15.711764705882352
1318,17.256410256410255
1319,18.48125
1320,13.104081632653061
1321,18.69375
1322,16.292857142857144
1323,19.184615384615384
1324,15.55221238938053
1325,15.006976744186046
1326,14.37037037037037
1327,16.075308641975308
1328,15.788617886178862
1329,20.21212121212121
1330,21.076190476190476
1331,18.350359712230215
1332,15.924742268041237
1333,12.064556962025316
1334,10.806422018348623
1335,15.018852459016394
1336,15.107368421052632
1337,14.304166666666667
1338,29.74
1339,16.548648648648648
1340,11.185067873303167
1341,20.423636363636362
1342,13.89811320754717
1343,11.541935483870967
1344,18.5
1345,25.472
1346,17.482978723404255
1347,12.310714285714285
1348,17.412048192771085
1349,16.547826086956523
1350,4.9375
1351,14.791803278688525
1352,14.807826086956522
1353,31.652631578947368
1354,9.788484848484849
1355,0.0
1356,14.9375
1357,7.41875
1358,19.303030303030305
1359,11.294366197183098
1360,23.435714285714287
1361,14.729032258064516
1362,36.1625
1363,15.994845360824742
1364,18.655263157894737
1365,11.979670329670329
1366,14.493684210526316
1367,16.75034965034965
1368,9.885826771653543
1369,12.926153846153847
1370,23.792857142857144
1371,11.281944444444445
1372,13.532380952380953
1373,13.868275862068966
1374,12.735483870967743
1375,18.170731707317074
1376,18.069285714285716
1377,17.126363636363635
1378,14.72
1379,39.7
1380,22.23611111111111
1381,10.1925
1382,17.492424242424242
1383,40.481818181818184
1384,15.3
1385,19.8
1386,13.7078125
1387,13.829411764705883
1388,13.068461538461538
1389,14.54642857142857
1390,5.572727272727272
1391,23.585
1392,21.45
1393,17.00357142857143
1394,14.807142857142857
1395,16.81122448979592
1396,8.351470588235294
1397,11.530434782608696
1398,12.254310344827585
1399,15.005357142857143
1400,15.050746268656717
1401,42.00714285714286
1402,9.025742574257425
1403,17.447222222222223
1404,6.522448979591837
1405,17.36842105263158
1406,9.554615384615385
1407,13.4546875
1408,17.8952
1409,15.931818181818182
1410,17.502857142857142
1411,15.524074074074074
1412,14.882857142857143
1413,13.586567164179105
1414,19.869230769230768
1415,19.501351351351353
1416,19.890625
1417,16.836
1418,15.51796875
1419,20.165625
1420,13.248295454545454
1421,20.73125
1422,9.480612244897959
1423,12.27710843373494
1424,18.90506329113924
1425,16.270731707317072
1426,14.657777777777778
1427,18.39
1428,20.941666666666666
